,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
6,7,Sai Tummala,34.0,2.0,17.2,2.2,5.1,0.437,1.0,1.9,0.508,1.3,3.2,0.394,0.6,0.9,0.633,1.0,1.9,2.9,0.8,0.3,0.2,0.9,2.6,6.3,hawaii,2016
7,8,Stefan Jovanovic,34.0,0.0,15.6,1.9,3.8,0.508,1.9,3.8,0.508,0.0,0.0,,1.0,1.4,0.723,0.9,3.1,4.0,0.3,0.2,1.0,1.1,1.8,4.9,hawaii,2016
8,9,Sheriff Drammeh,32.0,2.0,13.4,0.5,1.5,0.354,0.3,0.6,0.421,0.3,0.9,0.31,0.3,0.6,0.526,0.1,0.9,1.0,0.5,0.3,0.0,0.3,1.5,1.7,hawaii,2016
9,10,Niko Filipovich,22.0,0.0,5.2,0.3,1.0,0.261,0.2,0.3,0.667,0.1,0.8,0.118,0.5,0.6,0.923,0.0,0.5,0.5,0.4,0.3,0.0,0.5,0.8,1.2,hawaii,2016
10,11,Zach Buscher,13.0,0.0,3.0,0.4,0.7,0.556,0.4,0.5,0.833,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.5,0.5,0.3,0.1,0.0,0.2,0.4,0.8,hawaii,2016
11,12,Dyrbe Enos,14.0,0.0,2.0,0.2,0.9,0.231,0.1,0.2,0.333,0.1,0.7,0.2,0.1,0.1,0.5,0.1,0.3,0.4,0.1,0.1,0.0,0.1,0.1,0.6,hawaii,2016
12,13,Brocke Stepteau,18.0,0.0,2.3,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.2,0.75,0.0,0.2,0.2,0.2,0.1,0.0,0.1,0.3,0.2,hawaii,2016
13,14,Jakob Cornelissen,5.0,0.0,1.4,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,hawaii,2016
0,1,Robert Champion,35.0,13.0,27.5,4.1,9.3,0.443,2.5,4.7,0.524,1.7,4.6,0.36,2.1,3.1,0.682,0.7,4.1,4.8,1.5,1.0,0.2,1.6,2.7,12.0,holy cross,2016
1,2,Malachi Alexander,35.0,35.0,32.8,3.9,8.4,0.471,2.5,5.1,0.492,1.4,3.3,0.439,2.5,3.9,0.632,1.7,4.0,5.6,2.8,0.9,0.1,1.7,2.6,11.8,holy cross,2016
2,3,Karl Charles,35.0,35.0,28.4,3.1,7.4,0.423,2.3,4.5,0.513,0.8,2.9,0.284,3.5,4.4,0.792,1.2,3.0,4.2,2.5,1.1,0.6,2.1,2.1,10.6,holy cross,2016
3,4,Cullen Hamilton,35.0,35.0,27.5,3.0,7.7,0.392,2.2,5.1,0.435,0.8,2.6,0.308,1.5,1.9,0.776,0.5,1.8,2.3,1.7,0.7,0.0,1.1,1.6,8.3,holy cross,2016
4,5,Anthony Thompson,35.0,33.0,32.4,2.0,7.2,0.273,0.7,2.4,0.306,1.2,4.8,0.256,1.9,2.4,0.795,0.4,2.1,2.5,2.5,1.1,0.0,1.0,2.0,7.1,holy cross,2016
5,6,Matt Husek,35.0,18.0,17.6,2.1,4.9,0.439,1.5,3.2,0.478,0.6,1.7,0.362,0.8,1.1,0.692,0.5,2.4,2.9,1.1,0.3,0.8,1.1,2.1,5.7,holy cross,2016
6,7,Eric Green,19.0,6.0,17.2,2.1,4.5,0.471,2.0,4.2,0.475,0.1,0.3,0.4,0.3,0.9,0.333,0.7,1.6,2.3,0.5,0.6,0.1,0.5,0.7,4.6,holy cross,2016
7,8,Matt Zignorski,32.0,0.0,13.6,1.3,3.5,0.363,0.7,1.6,0.404,0.6,1.9,0.328,0.3,0.5,0.733,0.2,0.8,0.9,0.7,0.5,0.0,0.7,0.8,3.5,holy cross,2016
8,9,Jehyve Floyd,29.0,0.0,9.4,1.3,2.0,0.644,1.3,2.0,0.644,0.0,0.0,,0.2,0.8,0.318,0.6,1.0,1.6,0.4,0.3,0.7,0.7,2.0,2.9,holy cross,2016
9,10,Pat Benzan,27.0,0.0,5.7,0.2,0.9,0.25,0.2,0.8,0.286,0.0,0.1,0.0,0.4,0.7,0.611,0.2,0.6,0.9,0.4,0.2,0.0,0.3,0.6,0.9,holy cross,2016
10,11,Isaiah Baker,9.0,0.0,3.7,0.2,0.6,0.4,0.2,0.6,0.4,0.0,0.0,,0.2,0.9,0.25,0.2,0.3,0.6,0.1,0.0,0.1,0.3,0.7,0.7,holy cross,2016
11,12,Marcellis Perkins,18.0,0.0,2.6,0.2,0.8,0.286,0.2,0.6,0.4,0.0,0.2,0.0,0.1,0.4,0.25,0.3,0.3,0.6,0.0,0.1,0.0,0.1,0.3,0.6,holy cross,2016
12,13,Derek Mountain,4.0,0.0,1.8,0.3,0.8,0.333,0.3,0.8,0.333,0.0,0.0,,0.0,0.0,,0.3,0.5,0.8,0.0,0.0,0.0,0.3,0.3,0.5,holy cross,2016
13,14,Patrick Rielly,11.0,0.0,1.3,0.1,0.4,0.25,0.1,0.3,0.333,0.0,0.1,0.0,0.1,0.3,0.333,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.3,holy cross,2016
14,15,Thomas Kennedy,11.0,0.0,1.5,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,holy cross,2016
0,1,Yogi Ferrell,35.0,35.0,34.7,5.6,12.2,0.458,3.3,6.9,0.488,2.3,5.4,0.42,3.9,4.7,0.829,1.0,2.8,3.8,5.6,1.1,0.0,2.5,1.7,17.3,indiana,2016
1,2,James Blackmon,13.0,12.0,24.5,5.6,11.7,0.48,2.8,5.5,0.5,2.8,6.2,0.463,1.8,2.1,0.852,1.3,2.8,4.2,1.7,1.2,0.4,1.9,1.5,15.8,indiana,2016
2,3,Troy Williams,35.0,34.0,26.2,4.7,9.1,0.513,3.9,6.9,0.564,0.7,2.1,0.347,3.2,4.6,0.691,1.4,4.4,5.8,2.0,1.1,0.8,2.7,2.2,13.3,indiana,2016
3,4,Thomas Bryant,35.0,35.0,22.6,4.5,6.6,0.683,4.3,6.1,0.707,0.1,0.4,0.333,2.7,3.9,0.706,2.0,3.8,5.8,1.0,0.5,0.9,1.7,2.8,11.9,indiana,2016
4,5,Max Bielfeldt,35.0,5.0,17.5,3.2,6.3,0.516,2.4,4.4,0.542,0.8,1.8,0.453,0.9,1.3,0.705,1.7,2.8,4.5,0.7,0.8,0.5,1.1,2.1,8.2,indiana,2016
5,6,Robert Johnson,30.0,22.0,24.9,2.8,6.2,0.449,1.1,2.4,0.452,1.7,3.8,0.447,0.8,1.2,0.639,0.4,2.9,3.3,3.1,0.6,0.2,1.7,1.8,8.1,indiana,2016
6,7,Nick Zeisloft,35.0,8.0,20.1,2.1,4.9,0.419,0.2,0.5,0.438,1.9,4.5,0.417,0.5,0.6,0.905,0.3,1.3,1.6,0.8,0.2,0.1,0.5,1.3,6.5,indiana,2016
7,8,Collin Hartman,35.0,24.0,21.9,1.9,4.1,0.451,1.0,1.8,0.571,0.8,2.3,0.358,0.5,0.5,0.842,1.0,2.1,3.1,1.7,0.8,0.3,1.1,2.9,5.0,indiana,2016
8,9,OG Anunoby,34.0,0.0,13.7,1.9,3.4,0.569,1.6,2.6,0.609,0.4,0.9,0.448,0.6,1.2,0.476,1.2,1.4,2.6,0.5,0.8,0.8,0.8,1.5,4.9,indiana,2016
9,10,Juwan Morgan,30.0,0.0,9.1,0.7,1.4,0.512,0.5,1.0,0.533,0.2,0.4,0.455,0.8,1.0,0.8,0.8,1.4,2.1,0.2,0.3,0.4,0.5,1.4,2.4,indiana,2016
10,11,Ryan Burton,24.0,0.0,3.2,0.2,0.4,0.556,0.0,0.1,0.5,0.2,0.3,0.571,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.5,0.6,indiana,2016
11,12,Harrison Niego,23.0,0.0,4.8,0.2,0.6,0.308,0.1,0.2,0.4,0.1,0.3,0.25,0.0,0.1,0.333,0.2,0.4,0.7,0.3,0.3,0.0,0.2,0.7,0.5,indiana,2016
12,13,Quentin Taylor,7.0,0.0,1.3,0.1,0.3,0.5,0.1,0.3,0.5,0.0,0.0,,0.1,0.3,0.5,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.4,indiana,2016
13,14,Tim Priller,13.0,0.0,1.3,0.1,0.2,0.333,0.1,0.1,1.0,0.0,0.2,0.0,0.2,0.2,1.0,0.2,0.2,0.4,0.0,0.2,0.0,0.1,0.2,0.3,indiana,2016
14,15,Jackson Tharp,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,indiana,2016
0,1,A.J. English,28.0,28.0,35.9,6.8,15.7,0.433,3.4,6.6,0.519,3.4,9.1,0.37,5.6,6.8,0.836,0.5,4.5,5.0,6.2,1.6,0.5,3.6,2.1,22.6,iona,2016
1,2,Jordan Washington,31.0,23.0,18.7,5.4,10.5,0.514,5.4,10.5,0.514,0.0,0.0,,3.5,5.8,0.594,3.1,3.3,6.4,0.4,0.5,0.6,2.1,3.7,14.2,iona,2016
2,3,Deyshonee Much,30.0,27.0,28.9,4.3,9.0,0.474,1.6,3.0,0.527,2.7,6.0,0.447,1.8,2.2,0.806,0.7,2.8,3.5,1.8,1.1,0.2,1.6,2.2,13.0,iona,2016
3,4,Isaiah Williams,33.0,33.0,32.7,4.6,10.6,0.433,2.0,3.2,0.617,2.6,7.3,0.351,1.1,1.6,0.692,2.1,4.8,6.9,1.9,0.8,0.5,1.4,2.8,12.8,iona,2016
4,5,Schadrac Casimir,4.0,4.0,24.3,2.3,6.0,0.375,1.0,3.0,0.333,1.3,3.0,0.417,0.5,0.5,1.0,0.0,1.8,1.8,2.8,1.0,0.0,0.8,0.8,6.3,iona,2016
5,6,Aaron Rountree,33.0,10.0,26.5,2.5,5.1,0.488,2.5,4.9,0.506,0.0,0.2,0.0,1.3,2.0,0.646,1.3,3.9,5.2,2.6,1.4,1.8,1.5,2.8,6.2,iona,2016
6,7,Ibn Muhammad,33.0,25.0,26.2,1.7,4.1,0.422,0.6,1.3,0.465,1.1,2.8,0.402,0.5,0.7,0.667,0.3,1.6,1.9,2.6,1.0,0.0,1.0,1.9,5.1,iona,2016
7,8,Jahaad Proctor,32.0,5.0,15.2,1.9,4.2,0.459,1.4,2.3,0.603,0.5,1.9,0.283,0.8,1.1,0.706,0.5,1.5,2.0,1.1,0.4,0.1,0.7,1.0,5.1,iona,2016
8,9,Taylor Bessick,24.0,7.0,11.8,1.5,2.8,0.53,1.5,2.8,0.53,0.0,0.0,,0.6,0.9,0.636,1.3,2.0,3.3,0.0,0.3,0.7,0.8,2.6,3.5,iona,2016
9,10,Rickey McGill,30.0,0.0,10.5,1.2,2.5,0.467,0.9,1.7,0.56,0.2,0.8,0.28,0.3,0.4,0.727,0.2,1.3,1.5,0.7,0.7,0.1,0.6,1.2,2.8,iona,2016
10,11,Kelvin Amayo,4.0,0.0,9.8,0.3,2.5,0.1,0.0,2.3,0.0,0.3,0.3,1.0,0.0,0.0,,0.3,1.3,1.5,1.0,0.5,0.3,1.3,1.3,0.8,iona,2016
11,12,Ryden Hines,21.0,3.0,4.4,0.1,0.3,0.286,0.1,0.2,0.5,0.0,0.1,0.0,0.1,0.2,0.4,0.1,0.7,0.9,0.1,0.0,0.0,0.1,0.6,0.3,iona,2016
12,13,Benjamin Nwokeabia,13.0,0.0,1.2,0.1,0.5,0.143,0.0,0.0,,0.1,0.5,0.143,0.0,0.0,,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.2,0.2,iona,2016
13,14,Saren Westrop,14.0,0.0,1.7,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,iona,2016
0,1,Georges Niang,35.0,35.0,33.2,8.1,14.8,0.546,6.5,10.7,0.605,1.6,4.1,0.392,2.7,3.4,0.807,1.3,4.9,6.2,3.3,0.9,0.6,2.6,3.2,20.5,iowa state,2016
1,2,Monte Morris,35.0,35.0,38.0,5.4,11.0,0.487,4.3,8.0,0.536,1.1,3.0,0.358,2.0,2.7,0.729,0.7,3.2,3.9,6.9,1.8,0.3,1.6,1.6,13.8,iowa state,2016
2,3,Abdel Nader,35.0,35.0,31.1,4.6,9.6,0.478,3.1,5.6,0.553,1.5,4.0,0.371,2.2,3.0,0.736,0.7,4.2,5.0,1.5,1.1,0.7,2.3,2.8,12.9,iowa state,2016
3,4,Nazareth Mitrou-Long,8.0,8.0,31.6,4.6,10.9,0.425,2.6,4.0,0.656,2.0,6.9,0.291,0.8,1.3,0.6,0.5,2.4,2.9,1.9,0.6,0.3,2.1,2.0,12.0,iowa state,2016
4,5,Jameel McKay,32.0,28.0,30.5,4.6,7.6,0.605,4.6,7.6,0.605,0.0,0.0,,1.9,3.6,0.535,3.3,5.6,8.8,0.9,0.5,1.7,1.5,2.3,11.1,iowa state,2016
5,6,Matt Thomas,35.0,27.0,33.6,3.7,8.4,0.44,1.1,2.5,0.46,2.5,5.9,0.432,1.1,1.2,0.902,0.5,3.9,4.4,1.7,0.8,0.2,1.2,2.1,11.0,iowa state,2016
6,7,Deonte Burton,26.0,7.0,18.8,3.7,7.0,0.533,3.0,5.5,0.549,0.7,1.5,0.474,1.5,2.4,0.635,1.3,2.5,3.9,1.0,0.9,0.6,1.2,2.4,9.7,iowa state,2016
7,8,Hallice Cooke,32.0,0.0,10.9,0.9,2.3,0.403,0.3,0.6,0.5,0.6,1.6,0.365,0.2,0.3,0.636,0.1,0.9,1.0,0.9,0.3,0.1,0.6,1.1,2.6,iowa state,2016
8,9,Jordan Ashton,24.0,0.0,7.9,0.4,1.1,0.346,0.2,0.3,0.5,0.2,0.8,0.278,0.0,0.0,,0.1,0.6,0.7,0.3,0.2,0.0,0.2,0.5,1.0,iowa state,2016
9,10,Simeon Carter,15.0,0.0,2.7,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.0,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.1,0.1,0.3,0.7,iowa state,2016
10,11,Brady Ernst,6.0,0.0,2.3,0.2,0.5,0.333,0.2,0.5,0.333,0.0,0.0,,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.2,0.0,0.2,0.3,iowa state,2016
11,12,Stuart Nezlek,7.0,0.0,1.3,0.1,0.3,0.5,0.1,0.3,0.5,0.0,0.0,,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.3,iowa state,2016
0,1,Jarrod Uthoff,33.0,33.0,30.8,6.6,14.8,0.448,4.6,9.5,0.484,2.0,5.2,0.382,3.7,4.5,0.813,1.5,4.9,6.3,1.1,1.0,2.6,1.2,1.5,18.9,iowa,2016
1,2,Peter Jok,32.0,32.0,27.7,5.3,12.4,0.431,2.8,6.2,0.46,2.5,6.2,0.402,2.9,3.4,0.852,0.9,2.6,3.5,1.4,1.3,0.0,1.4,2.4,16.1,iowa,2016
2,3,Anthony Clemmons,33.0,33.0,29.6,3.3,7.5,0.435,2.5,4.9,0.503,0.8,2.6,0.31,1.6,2.6,0.605,0.4,2.2,2.6,3.7,1.0,0.2,1.5,2.2,8.9,iowa,2016
3,4,Mike Gesell,33.0,33.0,29.9,2.8,7.0,0.392,2.3,5.6,0.403,0.5,1.4,0.348,2.1,2.8,0.742,0.5,2.7,3.2,6.2,1.3,0.2,2.0,2.1,8.1,iowa,2016
4,5,Adam Woodbury,33.0,33.0,25.3,2.8,5.2,0.55,2.8,5.2,0.55,0.0,0.0,,1.9,2.7,0.7,3.1,5.2,8.3,0.9,0.5,0.3,1.3,2.5,7.6,iowa,2016
5,6,Dom Uhl,33.0,1.0,17.9,2.1,5.0,0.416,1.3,3.2,0.396,0.8,1.8,0.45,1.0,1.8,0.586,1.2,2.5,3.6,0.8,0.5,0.4,0.8,1.2,6.0,iowa,2016
6,7,Dale Jones,6.0,0.0,13.0,2.0,5.0,0.4,0.5,1.7,0.3,1.5,3.3,0.45,0.0,0.0,,0.3,2.7,3.0,0.5,0.2,0.3,0.7,1.8,5.5,iowa,2016
7,8,Nicholas Baer,33.0,0.0,14.5,1.8,3.7,0.496,1.1,1.7,0.614,0.8,2.0,0.394,0.3,0.5,0.667,1.2,1.4,2.6,0.5,0.7,0.6,0.5,1.5,4.8,iowa,2016
8,9,Brady Ellingson,27.0,0.0,9.1,1.0,2.3,0.459,0.6,0.6,0.941,0.4,1.6,0.273,0.3,0.4,0.7,0.1,0.6,0.7,0.4,0.2,0.0,0.4,0.8,2.8,iowa,2016
9,10,Ahmad Wagner,32.0,0.0,10.1,1.0,1.5,0.681,1.0,1.4,0.696,0.0,0.0,0.0,0.6,1.2,0.514,1.0,1.6,2.6,0.2,0.3,0.4,0.3,1.5,2.6,iowa,2016
10,11,Andrew Fleming,12.0,0.0,6.7,0.7,1.8,0.364,0.4,0.8,0.5,0.3,1.0,0.25,0.4,0.8,0.5,0.2,0.6,0.8,0.9,0.0,0.1,0.8,0.5,2.0,iowa,2016
11,12,Christian Williams,20.0,0.0,5.1,0.5,1.4,0.321,0.4,1.1,0.318,0.1,0.3,0.333,0.4,0.5,0.778,0.5,0.4,0.9,0.3,0.2,0.0,0.3,0.3,1.4,iowa,2016
12,13,Okey Ukah,8.0,0.0,2.6,0.5,0.9,0.571,0.5,0.9,0.571,0.0,0.0,,0.0,0.3,0.0,0.1,0.1,0.3,0.0,0.3,0.1,0.0,0.6,1.0,iowa,2016
13,14,Michael Soukup,6.0,0.0,2.5,0.2,0.7,0.25,0.0,0.2,0.0,0.2,0.5,0.333,0.0,0.2,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.5,iowa,2016
14,15,Steven Soukup,6.0,0.0,2.3,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.7,0.7,0.2,0.0,0.0,0.0,0.2,0.0,iowa,2016
0,1,Perry Ellis,38.0,38.0,30.3,6.2,11.7,0.531,5.5,10.1,0.547,0.7,1.7,0.438,3.7,4.7,0.785,1.8,4.1,5.8,1.3,0.5,0.5,1.5,1.7,16.9,kansas,2016
1,2,Wayne Selden,38.0,37.0,29.8,5.0,10.5,0.474,3.0,5.5,0.548,1.9,5.0,0.392,1.9,3.1,0.612,0.8,2.7,3.4,2.6,0.7,0.3,1.9,2.0,13.8,kansas,2016
2,3,Frank Mason,38.0,38.0,33.5,4.1,9.4,0.434,2.9,6.4,0.459,1.1,3.0,0.381,3.6,4.8,0.739,0.7,3.6,4.3,4.6,1.3,0.1,1.9,2.2,12.9,kansas,2016
3,4,Devonte' Graham,38.0,36.0,32.6,3.8,8.2,0.46,1.8,3.8,0.483,2.0,4.5,0.441,1.8,2.4,0.744,0.3,3.0,3.3,3.7,1.4,0.1,1.7,2.1,11.3,kansas,2016
4,5,Landen Lucas,36.0,19.0,18.4,2.1,3.2,0.643,2.1,3.2,0.649,0.0,0.0,0.0,1.6,2.5,0.663,2.3,4.5,6.8,0.6,0.4,0.8,1.1,2.6,5.8,kansas,2016
5,6,Brannen Greene,30.0,1.0,12.4,1.5,2.8,0.524,0.4,0.7,0.619,1.0,2.1,0.492,1.4,1.7,0.84,0.1,2.0,2.1,0.8,0.3,0.0,0.9,1.1,5.4,kansas,2016
6,7,Sviatoslav Mykhailiuk,35.0,0.0,12.8,1.9,4.3,0.45,0.9,1.6,0.526,1.1,2.6,0.402,0.5,0.7,0.68,0.3,1.0,1.3,0.9,0.3,0.1,0.7,1.2,5.4,kansas,2016
7,8,Carlton Bragg,38.0,0.0,8.9,1.7,3.0,0.561,1.6,2.8,0.561,0.1,0.2,0.571,0.3,0.5,0.667,1.0,1.5,2.5,0.4,0.4,0.2,0.8,1.6,3.8,kansas,2016
8,9,Cheick Diallo,27.0,1.0,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0.0,0.0,,0.6,1.0,0.556,0.6,1.9,2.5,0.0,0.3,0.9,0.6,1.4,3.0,kansas,2016
9,10,Jamari Traylor,37.0,8.0,13.6,1.1,2.1,0.532,1.1,2.1,0.532,0.0,0.0,,0.7,1.1,0.675,1.1,2.1,3.2,0.5,0.6,0.9,1.1,2.4,2.9,kansas,2016
10,11,Hunter Mickelson,26.0,11.0,7.7,1.0,2.2,0.439,1.0,2.2,0.446,0.0,0.0,0.0,0.4,0.6,0.688,0.8,1.5,2.3,0.5,0.5,0.9,0.3,1.5,2.3,kansas,2016
11,12,Lagerald Vick,19.0,0.0,4.8,0.7,1.3,0.56,0.3,0.4,0.75,0.4,0.9,0.471,0.2,0.3,0.5,0.1,0.2,0.3,0.4,0.2,0.1,0.3,0.3,2.1,kansas,2016
12,13,Evan Manning,15.0,1.0,2.5,0.2,0.4,0.5,0.0,0.0,,0.2,0.4,0.5,0.0,0.0,,0.0,0.3,0.3,0.1,0.3,0.0,0.1,0.4,0.6,kansas,2016
13,14,Clay Young,9.0,0.0,2.2,0.1,0.1,1.0,0.1,0.1,1.0,0.0,0.0,,0.2,0.4,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.2,0.4,kansas,2016
14,15,Tyler Self,14.0,0.0,2.1,0.1,0.4,0.167,0.0,0.1,0.0,0.1,0.4,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.3,0.1,0.0,0.5,0.3,0.2,kansas,2016
0,1,Jamal Murray,36.0,36.0,35.2,6.8,14.9,0.454,3.6,7.3,0.502,3.1,7.7,0.408,3.3,4.2,0.783,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1,20.0,kentucky,2016
1,2,Tyler Ulis,35.0,35.0,36.8,5.5,12.6,0.434,3.9,8.1,0.486,1.6,4.6,0.344,4.8,5.6,0.856,0.5,2.5,3.0,7.0,1.5,0.1,2.0,1.8,17.3,kentucky,2016
2,3,Alex Poythress,31.0,23.0,23.6,3.8,6.4,0.601,3.6,5.6,0.64,0.2,0.7,0.304,2.3,3.3,0.706,1.8,4.3,6.0,0.3,0.6,0.7,1.2,3.6,10.2,kentucky,2016
3,4,Isaiah Briscoe,34.0,33.0,32.2,3.9,8.9,0.439,3.7,7.8,0.481,0.1,1.1,0.135,1.7,3.6,0.46,1.4,3.9,5.3,3.1,1.0,0.1,1.9,2.8,9.6,kentucky,2016
4,5,Derek Willis,32.0,11.0,18.6,2.5,5.3,0.482,0.9,1.5,0.583,1.7,3.8,0.442,1.0,1.1,0.889,0.9,3.0,4.0,0.4,0.7,0.8,0.7,1.7,7.7,kentucky,2016
5,6,Skal Labissiere,36.0,18.0,15.8,2.7,5.3,0.516,2.7,5.2,0.521,0.0,0.1,0.0,1.1,1.7,0.661,1.0,2.2,3.1,0.3,0.3,1.6,0.9,3.0,6.6,kentucky,2016
6,7,Marcus Lee,36.0,20.0,21.8,2.8,4.2,0.68,2.8,4.2,0.68,0.0,0.0,,0.7,1.7,0.403,2.4,3.6,6.0,0.3,0.3,1.6,1.0,3.0,6.4,kentucky,2016
7,8,Dominique Hawkins,27.0,0.0,9.2,0.6,1.7,0.37,0.3,0.6,0.529,0.3,1.1,0.276,0.7,0.9,0.76,0.5,0.3,0.8,0.5,0.2,0.1,0.2,1.1,2.3,kentucky,2016
8,9,Isaac Humphries,23.0,1.0,9.1,0.7,1.8,0.39,0.7,1.8,0.39,0.0,0.0,,0.5,0.7,0.733,0.9,1.6,2.4,0.1,0.1,0.7,0.4,2.0,1.9,kentucky,2016
9,10,Charles Matthews,36.0,3.0,10.3,0.6,1.4,0.442,0.6,1.3,0.458,0.0,0.1,0.25,0.4,0.9,0.412,0.9,0.8,1.6,0.4,0.4,0.2,0.5,0.9,1.7,kentucky,2016
10,11,Mychal Mulder,24.0,0.0,3.8,0.2,0.8,0.2,0.1,0.3,0.25,0.1,0.5,0.167,0.1,0.1,1.0,0.4,0.8,1.1,0.3,0.0,0.0,0.1,0.3,0.5,kentucky,2016
11,12,Jonny David,10.0,0.0,1.1,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,kentucky,2016
12,13,EJ Floreal,12.0,0.0,1.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.2,0.0,0.1,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0,kentucky,2016
0,1,Melo Trimble,36.0,36.0,32.9,4.4,10.8,0.41,2.8,5.7,0.495,1.6,5.1,0.315,4.4,5.1,0.868,0.3,3.3,3.6,4.9,1.3,0.2,2.7,1.9,14.8,maryland,2016
1,2,Diamond Stone,35.0,22.0,23.1,4.8,8.4,0.568,4.8,8.4,0.568,0.0,0.0,,2.9,3.8,0.761,2.2,3.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5,maryland,2016
2,3,Robert Carter,36.0,36.0,26.4,4.7,8.5,0.554,4.0,6.4,0.629,0.7,2.2,0.333,2.1,2.9,0.748,1.7,5.3,6.9,1.9,0.8,1.3,2.2,2.8,12.3,maryland,2016
3,4,Jake Layman,36.0,36.0,30.9,3.9,7.8,0.5,2.3,3.8,0.61,1.6,4.0,0.396,2.2,2.6,0.832,1.1,4.2,5.3,1.1,1.1,1.0,1.7,1.9,11.6,maryland,2016
4,5,Rasheed Sulaimon,36.0,36.0,32.9,3.8,8.2,0.463,2.2,4.5,0.497,1.6,3.8,0.422,2.1,2.8,0.747,0.3,3.3,3.5,3.5,1.2,0.1,1.8,1.4,11.3,maryland,2016
5,6,Jared Nickens,36.0,0.0,19.3,1.8,4.9,0.367,0.4,0.8,0.481,1.4,4.2,0.347,0.3,0.4,0.8,0.3,1.6,1.9,0.5,0.3,0.2,0.5,1.4,5.4,maryland,2016
6,7,Damonte Dodd,36.0,13.0,15.8,1.1,1.8,0.631,1.1,1.8,0.631,0.0,0.0,,0.7,1.0,0.667,1.0,1.8,2.8,0.3,0.1,0.8,0.9,2.4,2.9,maryland,2016
7,8,Jaylen Brantley,32.0,0.0,8.1,0.8,1.8,0.474,0.5,0.9,0.517,0.4,0.9,0.429,0.3,0.4,0.643,0.1,0.8,1.0,0.6,0.2,0.0,0.3,0.7,2.3,maryland,2016
8,9,Michal Cekovsky,29.0,1.0,8.6,0.8,1.5,0.558,0.8,1.4,0.571,0.0,0.0,0.0,0.7,1.3,0.514,0.5,1.4,1.9,0.1,0.2,0.4,0.6,1.6,2.3,maryland,2016
9,10,Ivan Bender,10.0,0.0,4.3,0.7,0.9,0.778,0.7,0.9,0.778,0.0,0.0,,0.4,0.9,0.444,0.3,1.4,1.7,0.3,0.1,0.0,0.4,0.5,1.8,maryland,2016
10,11,Varun Ram,26.0,0.0,4.6,0.2,0.8,0.2,0.0,0.2,0.167,0.1,0.5,0.214,0.4,0.6,0.733,0.1,0.3,0.3,0.3,0.2,0.0,0.3,0.8,0.8,maryland,2016
11,12,Andrew Terrell,8.0,0.0,1.8,0.1,0.3,0.5,0.0,0.0,,0.1,0.3,0.5,0.0,0.0,,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.4,maryland,2016
12,13,Trevor Anzmann,10.0,0.0,2.4,0.1,0.3,0.333,0.0,0.0,,0.1,0.3,0.333,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.3,maryland,2016
13,14,Kent Auslander,9.0,0.0,1.9,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.3,0.6,0.6,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.3,maryland,2016
