,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
0,1,Sheldon McClellan,35.0,34.0,32.9,5.1,10.0,0.504,3.5,6.1,0.568,1.6,3.9,0.406,4.6,5.5,0.838,0.5,2.7,3.2,1.6,1.0,0.3,1.3,1.8,16.3,miami fl,2016
1,2,Angel Rodriguez,35.0,35.0,30.1,4.1,9.3,0.442,2.5,4.6,0.543,1.6,4.7,0.341,2.7,3.4,0.8,0.7,1.9,2.5,4.5,1.7,0.2,2.5,2.6,12.6,miami fl,2016
2,3,Davon Reed,35.0,35.0,28.8,3.7,7.9,0.469,2.4,4.4,0.535,1.3,3.4,0.383,2.4,2.9,0.816,0.6,3.5,4.1,1.2,0.8,0.4,1.3,2.1,11.1,miami fl,2016
3,4,Ja'Quan Newton,31.0,1.0,22.7,3.4,7.4,0.461,3.1,6.5,0.475,0.3,0.8,0.346,3.4,4.6,0.734,0.5,1.8,2.3,2.5,0.9,0.2,2.1,1.5,10.5,miami fl,2016
4,5,Tonye Jekiri,35.0,35.0,28.4,3.3,6.2,0.525,3.3,6.1,0.535,0.0,0.1,0.0,1.1,1.9,0.576,2.7,5.9,8.6,0.8,0.4,1.0,1.4,3.1,7.6,miami fl,2016
5,6,Kamari Murphy,32.0,28.0,24.9,2.4,4.8,0.51,2.4,4.6,0.534,0.0,0.2,0.0,0.8,1.3,0.558,1.5,4.5,6.0,0.5,0.4,0.9,0.8,2.1,5.6,miami fl,2016
6,7,Ivan Cruz Uceda,31.0,7.0,13.6,1.9,3.9,0.492,0.6,1.1,0.606,1.3,2.8,0.448,0.3,0.3,1.0,0.5,2.1,2.6,0.2,0.2,0.2,0.6,1.8,5.4,miami fl,2016
7,8,Anthony Lawrence,33.0,0.0,12.0,1.4,2.8,0.511,0.9,1.5,0.58,0.5,1.3,0.429,0.7,1.2,0.6,0.9,1.0,1.9,0.8,0.5,0.3,0.4,1.2,4.1,miami fl,2016
8,9,James Palmer,34.0,0.0,11.6,1.1,3.1,0.364,0.8,1.8,0.433,0.4,1.4,0.277,0.7,1.1,0.676,0.3,0.8,1.1,0.7,0.4,0.1,0.4,0.6,3.4,miami fl,2016
9,10,Ebuka Izundu,14.0,0.0,5.6,0.7,1.1,0.625,0.7,1.1,0.625,0.0,0.0,,0.9,1.4,0.632,0.9,0.4,1.4,0.2,0.1,0.2,0.4,1.2,2.3,miami fl,2016
10,11,Mike Robinson,9.0,0.0,1.6,0.6,1.0,0.556,0.1,0.2,0.5,0.4,0.8,0.571,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,1.6,miami fl,2016
11,12,Chris Stowell,9.0,0.0,1.6,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.1,0.1,0.1,0.0,miami fl,2016
0,1,Denzel Valentine,31.0,30.0,33.0,6.6,14.3,0.462,3.3,6.8,0.481,3.4,7.5,0.444,2.6,3.1,0.853,0.8,6.7,7.5,7.8,1.0,0.2,2.7,1.7,19.2,michigan state,2016
1,2,Bryn Forbes,35.0,34.0,28.1,4.7,9.8,0.481,1.5,3.1,0.482,3.2,6.7,0.481,1.8,2.1,0.84,0.3,1.7,2.1,1.5,0.4,0.0,0.9,1.5,14.4,michigan state,2016
2,3,Matt Costello,35.0,35.0,22.9,4.2,7.5,0.561,4.2,7.3,0.57,0.1,0.2,0.25,2.2,2.9,0.752,2.9,5.3,8.2,1.3,0.7,1.2,1.1,2.1,10.7,michigan state,2016
3,4,Eron Harris,35.0,22.0,20.9,3.1,7.1,0.434,1.9,4.3,0.43,1.2,2.8,0.439,1.9,2.4,0.798,0.7,1.9,2.6,2.1,0.3,0.1,1.5,2.2,9.3,michigan state,2016
4,5,Deyonta Davis,35.0,16.0,18.6,3.4,5.7,0.598,3.4,5.7,0.598,0.0,0.0,,0.7,1.1,0.605,2.1,3.4,5.5,0.7,0.3,1.8,0.9,2.3,7.5,michigan state,2016
5,6,Marvin Clark,30.0,1.0,9.7,1.5,2.8,0.542,1.1,1.9,0.596,0.4,0.9,0.423,0.5,0.7,0.75,0.7,1.8,2.5,0.3,0.3,0.4,0.6,1.6,3.9,michigan state,2016
6,7,Gavin Schilling,24.0,4.0,12.5,1.4,2.8,0.5,1.4,2.8,0.5,0.0,0.0,,1.0,1.6,0.615,1.0,2.1,3.1,0.6,0.3,0.3,0.9,1.8,3.8,michigan state,2016
7,8,Matt McQuaid,35.0,1.0,15.8,1.3,3.2,0.389,0.5,1.3,0.362,0.8,1.9,0.409,0.2,0.3,0.727,0.3,0.5,0.8,1.6,0.4,0.3,0.8,1.7,3.5,michigan state,2016
8,9,Javon Bess,32.0,13.0,11.0,1.0,2.3,0.431,0.9,2.0,0.476,0.0,0.3,0.111,1.0,1.7,0.574,0.7,1.6,2.3,0.7,0.3,0.2,0.4,1.2,2.9,michigan state,2016
9,10,Lourawls Nairn,28.0,18.0,18.7,1.2,3.1,0.379,1.1,2.5,0.423,0.1,0.6,0.188,0.4,0.8,0.435,0.1,1.0,1.1,3.3,0.3,0.0,0.9,1.5,2.8,michigan state,2016
10,11,Alvin Ellis,33.0,0.0,7.6,0.8,2.0,0.424,0.4,0.9,0.452,0.4,1.1,0.4,0.5,0.7,0.708,0.3,1.1,1.5,1.1,0.4,0.1,0.4,0.8,2.6,michigan state,2016
11,12,Kenny Goins,26.0,0.0,10.2,0.8,1.1,0.69,0.8,1.1,0.69,0.0,0.0,,0.5,0.8,0.571,0.9,2.0,2.9,0.8,0.2,0.4,0.6,1.2,2.0,michigan state,2016
12,13,Kyle Ahrens,26.0,0.0,3.3,0.4,0.9,0.417,0.2,0.4,0.545,0.2,0.5,0.308,0.3,0.4,0.7,0.3,0.3,0.6,0.3,0.1,0.1,0.3,0.4,1.2,michigan state,2016
13,14,Colby Wollenman,31.0,1.0,6.0,0.4,0.8,0.542,0.4,0.8,0.542,0.0,0.0,,0.4,0.5,0.733,0.6,1.0,1.6,0.6,0.0,0.1,0.5,0.9,1.2,michigan state,2016
14,15,Matt Van Dyk,21.0,0.0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.4,0.6,0.692,0.1,0.5,0.6,0.2,0.1,0.1,0.1,0.4,1.1,michigan state,2016
15,16,Greg Roy,3.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,michigan state,2016
0,1,Caris LeVert,15.0,14.0,30.9,5.5,10.8,0.506,3.5,6.5,0.546,1.9,4.3,0.446,3.6,4.5,0.794,0.6,4.7,5.3,4.9,1.0,0.2,1.7,1.2,16.5,michigan,2016
1,2,Zak Irvin,35.0,34.0,32.8,4.5,11.0,0.407,3.1,6.4,0.484,1.4,4.6,0.298,1.4,2.2,0.658,0.5,4.0,4.5,3.1,0.8,0.0,1.9,1.1,11.8,michigan,2016
2,3,Derrick Walton,33.0,33.0,33.6,3.5,9.2,0.377,1.6,4.3,0.366,1.9,4.9,0.387,2.8,3.4,0.813,0.5,4.9,5.5,4.5,1.8,0.1,2.0,1.9,11.6,michigan,2016
3,4,Duncan Robinson,36.0,27.0,28.9,3.7,8.1,0.457,1.1,2.3,0.476,2.6,5.9,0.45,1.1,1.2,0.886,0.6,2.9,3.5,1.8,0.6,0.2,1.0,2.3,11.2,michigan,2016
4,5,Muhammad-Ali Abdur-Rahkman,36.0,25.0,27.8,3.2,7.0,0.458,2.4,4.7,0.506,0.9,2.4,0.365,1.3,1.9,0.706,0.6,2.1,2.7,1.7,0.6,0.3,0.8,1.6,8.6,michigan,2016
5,6,Mark Donnal,34.0,25.0,19.4,3.1,5.3,0.575,2.8,4.4,0.635,0.3,1.0,0.303,1.4,1.9,0.712,1.7,2.0,3.7,0.4,0.4,0.7,0.7,2.5,7.8,michigan,2016
6,7,Aubrey Dawkins,36.0,9.0,15.8,2.4,4.7,0.5,1.1,1.9,0.586,1.2,2.8,0.44,0.6,0.8,0.724,0.6,1.8,2.5,0.5,0.4,0.1,0.6,1.3,6.5,michigan,2016
7,8,Ricky Doyle,36.0,11.0,12.2,1.4,2.3,0.642,1.4,2.3,0.642,0.0,0.0,,0.9,1.4,0.635,0.9,1.1,2.0,0.1,0.1,0.2,0.6,1.8,3.8,michigan,2016
8,9,Moritz Wagner,30.0,0.0,8.6,1.2,2.0,0.607,1.2,1.6,0.714,0.1,0.4,0.167,0.3,0.6,0.556,0.7,0.9,1.6,0.1,0.2,0.2,0.5,1.6,2.9,michigan,2016
9,10,Kameron Chatman,28.0,2.0,7.2,1.0,2.7,0.382,0.7,1.5,0.476,0.3,1.2,0.265,0.4,0.5,0.733,0.6,0.8,1.4,0.5,0.2,0.1,0.3,0.8,2.8,michigan,2016
10,11,D.J. Wilson,26.0,0.0,6.1,1.0,2.2,0.474,0.7,1.3,0.576,0.3,0.9,0.333,0.3,0.4,0.727,0.2,0.5,0.7,0.3,0.2,0.4,0.3,0.8,2.7,michigan,2016
11,12,Spike Albrecht,9.0,0.0,8.1,0.4,1.2,0.364,0.2,0.4,0.5,0.2,0.8,0.286,0.6,0.8,0.714,0.1,0.6,0.7,1.2,0.3,0.0,0.1,0.2,1.7,michigan,2016
12,13,Andrew Dakich,24.0,0.0,4.6,0.2,0.5,0.417,0.2,0.3,0.667,0.0,0.3,0.167,0.1,0.1,1.0,0.1,0.5,0.7,0.6,0.3,0.0,0.3,0.5,0.6,michigan,2016
0,1,Giddy Potts,29.0,27.0,28.0,4.8,9.7,0.493,2.1,4.3,0.476,2.7,5.4,0.506,2.1,2.8,0.763,0.9,4.3,5.2,1.2,1.0,0.3,1.1,2.9,14.4,middle tennessee,2016
1,2,Reggie Upshaw,35.0,35.0,31.2,5.3,10.6,0.497,4.5,8.6,0.525,0.8,2.0,0.38,2.4,4.8,0.494,2.9,5.6,8.5,2.2,1.5,0.8,1.8,2.3,13.7,middle tennessee,2016
2,3,Perrin Buford,35.0,30.0,29.0,4.7,9.3,0.506,4.2,8.2,0.517,0.5,1.1,0.421,2.2,3.2,0.685,1.8,4.1,5.9,2.0,0.7,1.1,1.9,2.6,12.0,middle tennessee,2016
3,4,Darnell Harris,35.0,32.0,26.6,3.9,9.6,0.411,2.3,5.4,0.421,1.7,4.2,0.397,2.1,3.3,0.641,1.4,2.7,4.0,1.2,0.5,0.7,1.3,2.6,11.7,middle tennessee,2016
4,5,Jaqawn Raymond,35.0,15.0,23.7,1.7,4.2,0.404,0.8,1.6,0.491,0.9,2.6,0.352,1.0,1.6,0.643,0.4,1.7,2.1,1.8,1.0,0.1,1.3,2.4,5.3,middle tennessee,2016
5,6,Edward Simpson,30.0,14.0,21.7,1.7,4.6,0.372,0.7,1.7,0.423,1.0,2.8,0.341,0.6,1.3,0.487,0.4,2.2,2.6,1.8,0.5,0.1,0.9,1.8,5.0,middle tennessee,2016
6,7,Quavius Copeland,35.0,8.0,15.0,1.9,4.5,0.418,1.6,3.2,0.491,0.3,1.3,0.239,0.6,1.0,0.647,0.1,0.9,0.9,1.8,0.4,0.0,1.5,1.2,4.7,middle tennessee,2016
7,8,Jacob Ivory,16.0,11.0,16.1,0.9,2.6,0.341,0.8,2.1,0.382,0.1,0.4,0.143,1.9,2.1,0.912,0.1,1.4,1.6,1.8,0.7,0.1,1.0,1.7,3.8,middle tennessee,2016
8,9,Xavier Habersham,34.0,2.0,11.2,1.1,3.1,0.352,0.4,1.2,0.366,0.6,1.9,0.344,0.3,0.5,0.529,0.4,1.2,1.5,0.3,0.1,0.1,0.4,1.3,3.1,middle tennessee,2016
9,10,Aldonis Foote,29.0,0.0,8.7,1.2,2.4,0.486,1.0,2.0,0.508,0.1,0.4,0.364,0.4,0.8,0.565,0.6,1.6,2.1,0.4,0.4,0.0,0.5,1.6,2.9,middle tennessee,2016
10,11,Joshua Phillips,27.0,1.0,5.3,0.4,0.9,0.5,0.4,0.9,0.522,0.0,0.0,0.0,0.3,0.6,0.438,0.4,1.1,1.6,0.0,0.1,0.1,0.6,1.1,1.1,middle tennessee,2016
11,12,Karl Gamble,32.0,0.0,4.3,0.3,0.9,0.333,0.3,0.9,0.333,0.0,0.0,,0.3,0.7,0.435,0.4,0.7,1.1,0.0,0.0,0.2,0.3,0.9,0.9,middle tennessee,2016
0,1,Dylan Smith,34.0,19.0,27.3,3.9,10.7,0.369,1.6,3.9,0.405,2.4,6.8,0.349,3.3,4.0,0.822,0.4,2.3,2.6,1.9,1.0,0.3,2.6,2.4,13.5,north carolina asheville,2016
1,2,Dwayne Sutton,34.0,34.0,30.5,3.9,8.3,0.47,3.2,6.2,0.521,0.6,2.1,0.314,3.6,5.7,0.632,2.3,5.4,7.7,1.3,1.6,0.7,1.7,2.6,12.0,north carolina asheville,2016
2,3,Kevin Vannatta,34.0,34.0,34.0,3.7,7.3,0.506,2.6,4.4,0.591,1.1,2.9,0.378,3.1,3.9,0.795,0.7,3.5,4.2,2.7,1.2,0.1,1.7,1.8,11.5,north carolina asheville,2016
3,4,Ahmad Thomas,34.0,33.0,27.9,4.6,9.3,0.498,4.4,8.4,0.519,0.3,0.9,0.3,1.6,2.4,0.654,1.6,5.0,6.6,1.9,2.1,0.1,2.0,2.8,11.1,north carolina asheville,2016
4,5,Sam Hughes,34.0,30.0,26.4,4.1,8.2,0.504,3.9,7.6,0.512,0.2,0.5,0.389,2.5,3.4,0.718,1.7,2.8,4.5,1.2,1.3,1.3,1.8,2.7,10.9,north carolina asheville,2016
5,6,Will Weeks,33.0,4.0,24.9,2.8,5.5,0.516,2.8,5.5,0.516,0.0,0.0,,1.2,2.2,0.514,1.6,2.6,4.3,1.8,1.1,0.1,1.2,1.8,6.8,north carolina asheville,2016
6,7,David Robertson,15.0,15.0,21.5,1.7,6.2,0.28,0.9,2.5,0.378,0.8,3.7,0.214,0.7,0.9,0.769,0.5,1.0,1.5,1.7,0.1,0.1,0.8,1.3,4.9,north carolina asheville,2016
7,8,Raekwon Miller,18.0,0.0,12.0,1.5,4.1,0.365,0.5,1.0,0.5,1.0,3.1,0.321,0.8,1.4,0.6,0.3,0.8,1.1,0.9,0.9,0.1,0.7,1.3,4.8,north carolina asheville,2016
8,9,John Cannon,17.0,1.0,6.4,1.5,2.4,0.61,1.5,2.3,0.641,0.0,0.1,0.0,0.5,0.8,0.571,0.6,0.9,1.5,0.1,0.1,0.6,0.4,0.8,3.4,north carolina asheville,2016
9,10,Trae Bryant,22.0,0.0,10.6,0.8,2.7,0.3,0.5,1.1,0.417,0.4,1.6,0.222,0.4,0.5,0.8,0.2,1.1,1.3,0.6,0.4,0.1,0.9,1.0,2.4,north carolina asheville,2016
10,11,Ethan Wilmoth,1.0,,,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,2.0,north carolina asheville,2016
11,12,Giacomo Zilli,14.0,0.0,5.0,0.6,1.2,0.471,0.6,1.2,0.471,0.0,0.0,,0.4,0.5,0.714,0.2,0.6,0.8,0.1,0.1,0.1,0.6,1.0,1.5,north carolina asheville,2016
12,13,Alec Wnuk,19.0,0.0,5.6,0.6,1.2,0.545,0.6,0.9,0.647,0.1,0.3,0.2,0.1,0.4,0.286,0.4,0.9,1.3,0.2,0.1,0.1,0.5,0.9,1.4,north carolina asheville,2016
13,14,Isaiah White,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,north carolina asheville,2016
0,1,Chris Flemmings,33.0,24.0,31.9,5.5,10.7,0.51,3.7,5.9,0.628,1.7,4.8,0.363,3.5,4.3,0.811,1.3,4.5,5.8,1.6,1.4,0.7,1.3,2.1,16.2,north carolina wilmington,2016
1,2,Denzel Ingram,32.0,24.0,32.6,4.1,11.3,0.361,1.7,4.9,0.348,2.3,6.3,0.371,2.2,2.7,0.816,0.4,1.8,2.3,3.3,1.4,0.0,1.8,2.3,12.7,north carolina wilmington,2016
2,3,Craig Ponder,33.0,23.0,27.0,4.0,9.1,0.443,2.8,5.8,0.489,1.2,3.3,0.364,2.2,3.1,0.689,0.4,2.7,3.1,2.3,1.1,0.2,1.5,3.0,11.4,north carolina wilmington,2016
3,4,C.J. Bryce,33.0,30.0,23.2,3.8,7.0,0.537,3.4,6.1,0.552,0.4,0.9,0.433,2.2,3.5,0.632,1.2,2.9,4.2,0.8,0.9,0.1,1.7,2.7,10.1,north carolina wilmington,2016
4,5,Jordon Talley,32.0,15.0,24.6,2.7,7.1,0.383,2.3,5.1,0.448,0.4,2.0,0.219,2.7,3.6,0.746,0.9,2.4,3.3,3.9,1.0,0.0,1.4,3.0,8.5,north carolina wilmington,2016
5,6,C.J. Gettys,24.0,16.0,15.6,1.9,3.8,0.5,1.9,3.8,0.5,0.0,0.0,,1.4,1.9,0.739,1.9,3.2,5.1,0.5,0.1,1.4,0.9,3.1,5.3,north carolina wilmington,2016
6,7,Marcus Bryan,32.0,11.0,16.2,1.7,4.0,0.43,1.7,4.0,0.425,0.0,0.0,1.0,1.1,1.8,0.576,1.5,2.7,4.1,0.2,0.3,1.1,0.4,2.6,4.5,north carolina wilmington,2016
7,8,Dylan Sherwood,32.0,9.0,12.1,1.6,3.6,0.435,0.9,1.3,0.69,0.7,2.3,0.288,0.3,0.5,0.733,0.8,1.5,2.3,0.4,0.4,0.3,0.5,1.4,4.1,north carolina wilmington,2016
8,9,Chuck Ogbodo,19.0,8.0,11.2,1.6,2.5,0.638,1.6,2.5,0.638,0.0,0.0,,0.3,0.8,0.4,1.4,1.9,3.3,0.1,0.2,1.2,1.1,2.7,3.5,north carolina wilmington,2016
9,10,Devontae Cacok,29.0,4.0,9.1,1.5,2.3,0.652,1.5,2.3,0.652,0.0,0.0,,0.4,0.9,0.407,1.1,1.8,2.9,0.1,0.4,0.2,0.5,2.0,3.3,north carolina wilmington,2016
10,11,Mark Matthews,23.0,0.0,8.9,1.2,3.0,0.412,0.9,1.7,0.5,0.3,1.2,0.286,0.5,0.7,0.706,0.5,1.1,1.6,0.6,0.4,0.0,0.5,0.6,3.3,north carolina wilmington,2016
11,12,Trey Grundy,17.0,0.0,7.2,0.9,2.2,0.421,0.9,1.6,0.536,0.1,0.6,0.1,0.5,0.8,0.643,0.5,0.6,1.2,0.2,0.3,0.2,0.5,1.7,2.5,north carolina wilmington,2016
12,13,Kevin Hickson,10.0,1.0,3.4,0.4,0.8,0.5,0.4,0.8,0.5,0.0,0.0,,0.0,0.2,0.0,0.1,0.3,0.4,0.0,0.2,0.1,0.2,1.4,0.8,north carolina wilmington,2016
13,14,Nick Powell,10.0,0.0,1.7,0.2,0.6,0.333,0.2,0.4,0.5,0.0,0.2,0.0,0.2,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.3,0.6,north carolina wilmington,2016
0,1,Brice Johnson,40.0,39.0,28.0,6.7,10.9,0.614,6.7,10.9,0.614,0.0,0.0,,3.6,4.6,0.783,2.9,7.5,10.4,1.5,1.1,1.5,1.8,2.7,17.0,north carolina,2016
1,2,Joel Berry,40.0,39.0,30.7,4.4,9.9,0.444,2.7,5.5,0.495,1.7,4.5,0.382,2.3,2.6,0.867,0.6,2.7,3.3,3.8,1.5,0.2,1.6,2.2,12.8,north carolina,2016
2,3,Marcus Paige,34.0,34.0,31.6,4.1,10.4,0.398,2.0,4.3,0.459,2.2,6.1,0.356,2.1,2.7,0.774,0.4,2.1,2.5,3.8,1.1,0.4,1.2,1.5,12.6,north carolina,2016
3,4,Justin Jackson,40.0,38.0,28.4,4.9,10.4,0.466,4.0,7.4,0.537,0.9,3.0,0.292,1.6,2.4,0.667,1.8,2.1,3.9,2.8,0.6,0.4,1.1,1.7,12.2,north carolina,2016
4,5,Kennedy Meeks,33.0,28.0,20.6,4.0,7.2,0.548,4.0,7.2,0.548,0.0,0.0,,1.3,1.8,0.689,2.4,3.5,5.9,1.1,0.8,1.0,1.4,2.2,9.2,north carolina,2016
5,6,Isaiah Hicks,40.0,3.0,18.1,3.3,5.4,0.614,3.3,5.4,0.614,0.0,0.0,,2.3,3.1,0.756,2.0,2.7,4.6,0.7,0.5,0.6,1.2,3.0,8.9,north carolina,2016
6,7,Nate Britt,39.0,0.0,15.4,1.9,4.9,0.384,1.2,2.8,0.431,0.7,2.1,0.321,1.0,1.3,0.8,0.3,1.1,1.5,1.7,0.6,0.0,0.9,1.2,5.4,north carolina,2016
7,8,Theo Pinson,40.0,7.0,18.7,1.5,3.7,0.404,1.0,2.1,0.488,0.5,1.6,0.29,1.1,1.7,0.672,1.1,2.1,3.2,2.9,0.6,0.3,1.2,1.7,4.5,north carolina,2016
8,9,Joel James,37.0,10.0,7.8,0.9,2.0,0.453,0.9,2.0,0.453,0.0,0.0,,0.3,0.6,0.522,0.9,1.3,2.3,0.0,0.0,0.2,0.4,1.2,2.2,north carolina,2016
9,10,Luke Maye,33.0,0.0,5.4,0.5,1.2,0.39,0.4,1.0,0.412,0.1,0.2,0.286,0.2,0.4,0.429,0.8,0.9,1.7,0.2,0.1,0.1,0.3,0.8,1.2,north carolina,2016
10,11,Kenny Williams,30.0,0.0,4.1,0.3,0.7,0.364,0.2,0.3,0.778,0.0,0.4,0.077,0.2,0.2,1.0,0.1,0.2,0.4,0.2,0.1,0.0,0.0,0.4,0.8,north carolina,2016
11,12,Kanler Coker,13.0,0.0,1.2,0.1,0.3,0.25,0.1,0.2,0.5,0.0,0.2,0.0,0.0,0.0,,0.1,0.5,0.5,0.1,0.0,0.0,0.2,0.2,0.2,north carolina,2016
12,13,Justin Coleman,14.0,1.0,1.2,0.1,0.3,0.25,0.1,0.1,0.5,0.0,0.1,0.0,0.1,0.1,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.2,north carolina,2016
13,14,Stilman White,18.0,0.0,1.7,0.1,0.4,0.125,0.1,0.3,0.167,0.0,0.1,0.0,0.1,0.1,0.5,0.2,0.1,0.3,0.1,0.0,0.0,0.1,0.3,0.2,north carolina,2016
14,15,Spenser Dalton,18.0,1.0,1.2,0.1,0.5,0.111,0.1,0.1,0.5,0.0,0.4,0.0,0.0,0.0,,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,north carolina,2016
15,16,Toby Egbuna,16.0,0.0,1.2,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,north carolina,2016
0,1,Wes Washpun,36.0,36.0,34.5,4.9,10.5,0.467,4.2,8.1,0.521,0.7,2.5,0.292,3.6,5.1,0.72,0.3,3.8,4.1,5.3,1.2,0.7,2.6,2.6,14.2,northern iowa,2016
1,2,Matt Bohannon,36.0,36.0,35.1,3.8,8.5,0.441,1.2,2.1,0.568,2.6,6.4,0.401,1.4,1.8,0.813,0.0,4.1,4.1,0.9,0.8,0.1,0.7,1.9,11.5,northern iowa,2016
2,3,Jeremy Morgan,36.0,36.0,32.2,3.6,7.3,0.485,2.2,3.9,0.553,1.4,3.4,0.407,2.8,3.4,0.805,1.2,4.1,5.3,2.3,1.9,0.9,1.4,2.4,11.3,northern iowa,2016
3,4,Paul Jesperson,36.0,36.0,30.3,3.6,8.4,0.428,1.3,2.7,0.495,2.3,5.8,0.396,1.3,1.4,0.885,0.5,3.5,4.0,0.9,0.4,0.3,1.1,2.0,10.8,northern iowa,2016
4,5,Klint Carlson,32.0,0.0,22.0,2.9,5.9,0.484,2.3,4.3,0.547,0.5,1.7,0.321,1.3,1.7,0.778,0.8,2.9,3.7,0.7,0.7,0.2,0.9,1.9,7.6,northern iowa,2016
5,6,Bennett Koch,36.0,36.0,18.8,2.8,5.5,0.497,2.8,5.5,0.497,0.0,0.0,,2.1,2.9,0.74,1.0,2.6,3.5,0.4,0.3,0.4,1.4,2.5,7.6,northern iowa,2016
6,7,Aarias Austin,9.0,0.0,13.3,1.9,4.8,0.395,0.8,1.9,0.412,1.1,2.9,0.385,0.6,0.6,1.0,0.0,1.8,1.8,0.8,0.2,0.0,0.9,0.8,5.4,northern iowa,2016
7,8,Wyatt Lohaus,36.0,0.0,18.3,1.5,3.8,0.39,1.0,2.2,0.438,0.5,1.6,0.321,0.6,0.8,0.778,0.1,1.5,1.6,1.0,0.4,0.0,0.9,1.1,4.0,northern iowa,2016
8,9,Robert Knar,13.0,0.0,2.8,0.3,1.1,0.286,0.2,0.3,0.5,0.2,0.8,0.2,0.2,0.3,0.75,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,1.0,northern iowa,2016
9,10,Ted Friedman,36.0,0.0,8.3,0.4,0.8,0.5,0.4,0.8,0.5,0.0,0.0,,0.1,0.5,0.167,0.5,0.8,1.3,0.3,0.1,0.1,0.3,1.1,0.9,northern iowa,2016
0,1,Demetrius Jackson,35.0,35.0,36.0,5.5,12.2,0.451,4.0,7.6,0.525,1.5,4.7,0.331,3.2,4.0,0.813,0.9,2.6,3.5,4.7,1.2,0.3,2.2,1.9,15.8,notre dame,2016
1,2,Zach Auguste,36.0,36.0,29.6,5.3,9.5,0.56,5.3,9.5,0.56,0.0,0.0,,3.3,5.3,0.628,3.4,7.3,10.7,1.1,0.6,1.1,2.4,2.4,14.0,notre dame,2016
2,3,V.J. Beachem,36.0,36.0,31.3,4.4,9.3,0.476,2.0,3.8,0.522,2.4,5.5,0.444,0.8,1.3,0.574,0.8,3.1,3.9,0.8,0.8,0.8,0.9,1.7,12.0,notre dame,2016
3,4,Steve Vasturia,36.0,36.0,36.1,4.1,9.4,0.432,2.8,5.8,0.488,1.3,3.6,0.344,1.9,2.3,0.854,0.6,1.9,2.6,3.2,0.8,0.2,1.9,2.2,11.4,notre dame,2016
4,5,Bonzie Colson,36.0,24.0,25.3,4.2,7.8,0.532,4.1,7.5,0.541,0.1,0.3,0.333,2.7,3.4,0.774,2.4,4.3,6.7,0.9,0.9,1.0,1.0,2.4,11.1,notre dame,2016
5,6,Matt Ryan,36.0,4.0,14.5,1.7,4.0,0.417,0.4,0.6,0.667,1.3,3.4,0.374,0.5,0.7,0.792,0.1,1.6,1.7,0.5,0.3,0.1,0.2,1.5,5.1,notre dame,2016
6,7,Matt Farrell,28.0,4.0,13.4,0.8,2.3,0.365,0.4,1.0,0.414,0.4,1.2,0.324,0.5,0.6,0.882,0.2,0.5,0.8,1.6,0.2,0.0,0.6,0.9,2.6,notre dame,2016
7,8,Rex Pflueger,30.0,1.0,13.3,0.7,1.8,0.382,0.4,1.0,0.433,0.3,0.8,0.32,0.7,0.7,0.952,0.3,1.0,1.3,1.1,0.6,0.2,0.3,1.3,2.3,notre dame,2016
8,9,Austin Burgett,17.0,4.0,5.7,0.6,1.1,0.579,0.3,0.4,0.714,0.4,0.7,0.5,0.2,0.4,0.667,0.2,0.7,0.9,0.2,0.1,0.2,0.2,0.8,1.9,notre dame,2016
9,10,Martinas Geben,16.0,0.0,3.0,0.4,0.7,0.545,0.4,0.7,0.545,0.0,0.0,,0.6,0.6,1.0,0.3,0.6,0.9,0.0,0.1,0.1,0.3,0.7,1.4,notre dame,2016
10,11,Austin Torres,27.0,0.0,4.4,0.4,0.7,0.5,0.4,0.7,0.5,0.0,0.0,,0.1,0.4,0.4,0.6,0.4,0.9,0.1,0.3,0.2,0.2,0.7,0.9,notre dame,2016
11,12,Matt Gregory,5.0,0.0,1.2,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notre dame,2016
